Datetime,Open,High,Low,Close,Volume
2026-04-29 11:55:00,507.4300,507.9200,507.2300,507.3100,84928
2026-04-29 12:00:00,507.3100,508.0100,506.2600,506.5800,58620
2026-04-29 12:05:00,506.5800,506.7900,505.8500,505.9900,51431
2026-04-29 12:10:00,505.9900,507.0800,505.5600,506.1200,60197
2026-04-29 12:15:00,506.1200,506.5400,504.1400,504.9600,50005
2026-04-29 12:20:00,504.9600,505.3700,504.2000,505.3700,48845
2026-04-29 12:25:00,505.3700,505.5400,504.5900,504.8300,53064
2026-04-29 12:30:00,504.8300,506.2700,504.7500,505.4300,43480
2026-04-29 12:35:00,505.4300,505.5500,504.7900,505.2400,62790
2026-04-29 12:40:00,505.2400,505.6800,504.6300,504.7800,63545
2026-04-29 12:45:00,504.7800,505.3300,504.3700,505.2400,42841
2026-04-29 12:50:00,505.2400,505.8300,504.7600,505.5300,60224
2026-04-29 12:55:00,505.5300,506.3600,504.9400,505.3800,71851
2026-04-29 13:00:00,505.3800,506.4600,504.4200,505.8800,45513
2026-04-29 13:05:00,505.8800,506.1600,505.3400,505.4900,65413
2026-04-29 13:10:00,505.4900,506.2400,505.0300,505.7600,81283
2026-04-29 13:15:00,505.7600,505.9000,505.4600,505.6300,47726
2026-04-29 13:20:00,505.6300,505.7300,504.3200,505.0800,53673
2026-04-29 13:25:00,505.0800,505.4300,504.8900,505.2800,78651
2026-04-29 13:30:00,505.2800,506.7700,504.7100,505.9300,64819
2026-04-29 13:35:00,505.9300,506.2700,504.5000,505.2600,95694
2026-04-29 13:40:00,505.2600,505.5000,504.7500,505.0700,91200
2026-04-29 13:45:00,505.0700,505.8300,504.3500,505.2000,84038
2026-04-29 13:50:00,505.2000,505.7000,504.5900,504.6500,67272
2026-04-29 13:55:00,504.6500,506.4500,504.4700,505.5000,88696
2026-04-29 14:00:00,505.5000,507.5400,504.7700,507.4500,70264
2026-04-29 14:05:00,507.4500,507.5500,504.9700,506.6800,98248
2026-04-29 14:10:00,506.6800,506.9900,504.4200,505.3900,94836
2026-04-29 14:15:00,505.3900,506.3500,503.1100,504.1100,97367
2026-04-29 14:20:00,504.1100,504.6300,502.6400,503.6300,108195
2026-04-29 14:25:00,503.6300,503.7900,502.5900,503.3100,85182
2026-04-29 14:30:00,503.3100,504.1000,501.5200,502.3300,104494
2026-04-29 14:35:00,502.3300,502.5700,501.9700,502.3900,123675
2026-04-29 14:40:00,502.3900,504.2100,501.3500,503.6900,131122
2026-04-29 14:45:00,503.6900,503.7900,502.4300,503.4900,121288
2026-04-29 14:50:00,503.4900,504.9800,502.6500,503.6700,154681
2026-04-29 14:55:00,503.6700,504.3500,502.7700,503.5000,155723
2026-04-29 15:00:00,503.5000,506.3700,502.9100,503.7800,107826
2026-04-29 15:05:00,503.7800,505.2600,501.8700,505.0000,145752
2026-04-29 15:10:00,505.0000,505.5500,504.3200,504.8300,157723
2026-04-29 15:15:00,504.8300,505.6200,503.1700,504.5400,155210
2026-04-29 15:20:00,504.5400,506.4800,504.5200,505.2700,111183
2026-04-29 15:25:00,505.2700,509.8300,505.1300,508.5800,97783
2026-04-29 15:30:00,508.5800,510.1200,507.8900,509.2900,117345
2026-04-29 15:35:00,509.2900,511.2000,506.5900,507.5300,139433
2026-04-29 15:40:00,507.5300,508.9600,505.5900,506.7200,183885
2026-04-29 15:45:00,506.7200,506.8900,505.0500,505.1100,103680
2026-04-29 15:50:00,505.1100,506.6000,504.5900,506.4100,148025
2026-04-29 15:55:00,506.4100,507.0700,501.5300,502.8000,163828
2026-04-30 09:30:00,502.8000,505.2600,502.6500,503.7300,111744
2026-04-30 09:35:00,503.7300,505.6500,502.7800,503.4200,172903
2026-04-30 09:40:00,503.4200,504.3300,500.1500,501.0700,111170
2026-04-30 09:45:00,501.0700,503.6600,500.7800,502.6800,126540
2026-04-30 09:50:00,502.6800,503.8200,501.3500,503.5000,182341
2026-04-30 09:55:00,503.5000,505.2500,503.4300,504.0100,133843
2026-04-30 10:00:00,504.0100,504.3800,503.4900,503.8700,124805
2026-04-30 10:05:00,503.8700,506.0500,503.2500,505.0000,128756
2026-04-30 10:10:00,505.0000,506.9000,502.4200,503.0600,150992
2026-04-30 10:15:00,503.0600,504.1000,502.5700,503.6500,162382
2026-04-30 10:20:00,503.6500,504.3300,500.0300,502.0600,125815
2026-04-30 10:25:00,502.0600,502.3300,500.6400,500.7300,93695
2026-04-30 10:30:00,500.7300,504.3000,499.3200,503.4000,142851
2026-04-30 10:35:00,503.4000,505.0200,503.1500,504.7900,130272
2026-04-30 10:40:00,504.7900,506.3800,504.5500,505.6900,98278
2026-04-30 10:45:00,505.6900,506.0100,504.3300,505.6900,91977
2026-04-30 10:50:00,505.6900,506.2000,503.1800,504.8800,120849
2026-04-30 10:55:00,504.8800,505.1800,503.9400,504.4300,92607
2026-04-30 11:00:00,504.4300,504.5200,503.1800,503.7200,86948
2026-04-30 11:05:00,503.7200,506.0000,503.6400,505.3000,110660
2026-04-30 11:10:00,505.3000,505.6800,501.7000,503.2600,74334
2026-04-30 11:15:00,503.2600,504.7000,502.7500,504.0500,72893
2026-04-30 11:20:00,504.0500,506.2300,503.3800,505.2400,94344
2026-04-30 11:25:00,505.2400,506.0100,505.0100,505.9900,99864
2026-04-30 11:30:00,505.9900,506.9100,505.2900,506.2100,100443
2026-04-30 11:35:00,506.2100,506.5600,504.8300,505.5200,103331
2026-04-30 11:40:00,505.5200,506.0200,503.9000,504.4300,59046
2026-04-30 11:45:00,504.4300,505.6100,504.2500,504.7900,60267
2026-04-30 11:50:00,504.7900,506.1100,503.7700,505.3400,87833
2026-04-30 11:55:00,505.3400,506.9200,505.1800,506.6400,61988
2026-04-30 12:00:00,506.6400,507.7600,506.4300,506.7800,50850
2026-04-30 12:05:00,506.7800,508.4200,505.8900,507.6100,78492
2026-04-30 12:10:00,507.6100,507.6800,507.2500,507.5000,72314
2026-04-30 12:15:00,507.5000,508.0400,507.3800,507.9700,54280
2026-04-30 12:20:00,507.9700,508.1400,507.3800,507.8300,47521
2026-04-30 12:25:00,507.8300,507.9700,507.4400,507.5000,67516
2026-04-30 12:30:00,507.5000,507.9000,506.7600,507.1500,48849
2026-04-30 12:35:00,507.1500,507.9300,506.5400,507.8800,68923
2026-04-30 12:40:00,507.8800,508.8200,507.6900,508.6500,63674
2026-04-30 12:45:00,508.6500,509.4500,508.5200,509.2300,50267
2026-04-30 12:50:00,509.2300,510.0500,507.7800,509.1900,63482
2026-04-30 12:55:00,509.1900,509.4800,509.0200,509.1300,61946
2026-04-30 13:00:00,509.1300,510.2800,508.8300,509.2700,49752
2026-04-30 13:05:00,509.2700,510.3900,509.1900,509.6200,67587
2026-04-30 13:10:00,509.6200,509.9300,509.1700,509.4000,68795
2026-04-30 13:15:00,509.4000,510.8600,508.2400,509.0500,49117
2026-04-30 13:20:00,509.0500,509.7200,508.8200,508.9500,72384
2026-04-30 13:25:00,508.9500,510.7700,508.9500,510.7000,78560
2026-04-30 13:30:00,510.7000,511.7700,510.4900,511.4100,70484
2026-04-30 13:35:00,511.4100,512.0300,511.3500,511.3700,66009
2026-04-30 13:40:00,511.3700,512.3000,511.0300,511.4400,74445
2026-04-30 13:45:00,511.4400,512.0000,510.7400,511.9900,70532
2026-04-30 13:50:00,511.9900,512.6900,510.9400,511.6900,69600
2026-04-30 13:55:00,511.6900,513.9700,510.5000,513.0100,73439
2026-04-30 14:00:00,513.0100,513.1500,511.5600,512.6700,82603
2026-04-30 14:05:00,512.6700,513.4300,512.4500,512.7500,74775
2026-04-30 14:10:00,512.7500,514.3700,512.5300,513.3500,75492
2026-04-30 14:15:00,513.3500,514.5500,512.3900,514.3800,113559
2026-04-30 14:20:00,514.3800,514.7200,513.4500,513.5000,123587
2026-04-30 14:25:00,513.5000,515.6800,513.3600,514.8600,119186
2026-04-30 14:30:00,514.8600,514.9400,512.6400,514.8100,91603
2026-04-30 14:35:00,514.8100,515.2300,513.0100,513.3100,119726
2026-04-30 14:40:00,513.3100,513.7900,511.0100,511.6200,126921
2026-04-30 14:45:00,511.6200,514.6500,509.3600,513.2800,87495
2026-04-30 14:50:00,513.2800,513.9900,513.1400,513.9100,134978
2026-04-30 14:55:00,513.9100,515.6600,513.4400,515.3300,127732
2026-04-30 15:00:00,515.3300,516.5200,514.4000,515.8000,119086
2026-04-30 15:05:00,515.8000,519.0700,514.4600,516.6500,145998
2026-04-30 15:10:00,516.6500,517.1500,516.1300,516.3300,173098
2026-04-30 15:15:00,516.3300,518.7400,515.8800,518.5900,124516
2026-04-30 15:20:00,518.5900,519.8500,518.4600,519.6600,135795
2026-04-30 15:25:00,519.6600,520.4500,517.7500,517.9500,136087
2026-04-30 15:30:00,517.9500,518.1800,514.9400,517.3700,150771
2026-04-30 15:35:00,517.3700,518.8900,516.0100,517.4800,182344
2026-04-30 15:40:00,517.4800,518.6500,514.6600,518.1000,106125
2026-04-30 15:45:00,518.1000,519.8100,517.8000,518.5500,154336
2026-04-30 15:50:00,518.5500,521.1000,517.2000,517.7100,154890
2026-04-30 15:55:00,517.7100,519.4800,516.2100,518.9800,172213
2026-05-01 09:30:00,518.9800,521.4400,517.8000,521.0700,126661
2026-05-01 09:35:00,521.0700,521.6700,519.0000,519.7200,147215
2026-05-01 09:40:00,519.7200,520.0900,517.5500,519.1400,154964
2026-05-01 09:45:00,519.1400,522.4900,519.0000,521.9700,137440
2026-05-01 09:50:00,521.9700,524.8300,520.6800,524.1800,147276
2026-05-01 09:55:00,524.1800,526.5700,523.2900,525.9100,159586
2026-05-01 10:00:00,525.9100,527.5300,525.5500,525.9000,161458
2026-05-01 10:05:00,525.9000,527.2900,525.1800,526.7000,130077
2026-05-01 10:10:00,526.7000,527.2300,524.6400,524.9200,169683
2026-05-01 10:15:00,524.9200,527.6300,524.0100,526.0600,113553
2026-05-01 10:20:00,526.0600,526.7800,524.6500,525.1800,130546
2026-05-01 10:25:00,525.1800,525.6800,524.5800,524.8000,138936
2026-05-01 10:30:00,524.8000,526.2800,523.7700,524.6900,103671
2026-05-01 10:35:00,524.6900,525.8900,524.1000,525.5800,102531
2026-05-01 10:40:00,525.5800,526.3700,525.5700,526.0100,125343
2026-05-01 10:45:00,526.0100,527.7800,524.9700,526.6400,145665
2026-05-01 10:50:00,526.6400,530.3500,525.4600,529.4200,140035
2026-05-01 10:55:00,529.4200,530.6800,528.1100,528.4700,93012
2026-05-01 11:00:00,528.4700,529.7000,528.2200,529.1100,110253
2026-05-01 11:05:00,529.1100,530.9600,528.5500,530.1000,91191
2026-05-01 11:10:00,530.1000,532.7200,529.5600,530.5200,94862
2026-05-01 11:15:00,530.5200,530.8600,528.1500,528.7900,108942
2026-05-01 11:20:00,528.7900,528.8900,528.5100,528.5700,108072
2026-05-01 11:25:00,528.5700,529.7000,527.1700,527.2900,63532
2026-05-01 11:30:00,527.2900,529.4900,527.0600,529.3000,97277
2026-05-01 11:35:00,529.3000,529.9100,528.9600,529.4100,67589
2026-05-01 11:40:00,529.4100,529.8200,529.3900,529.3900,59374
2026-05-01 11:45:00,529.3900,529.6700,528.8400,529.5600,60408
2026-05-01 11:50:00,529.5600,531.7900,529.5200,530.5100,82107
2026-05-01 11:55:00,530.5100,530.5600,528.9500,529.5500,70332
2026-05-01 12:00:00,529.5500,530.0000,528.4200,529.2100,54760
2026-05-01 12:05:00,529.2100,529.8500,527.9900,528.2000,80646
2026-05-01 12:10:00,528.2000,528.7900,527.6500,528.5000,56527
2026-05-01 12:15:00,528.5000,529.7800,528.3400,529.6200,53957
2026-05-01 12:20:00,529.6200,530.0600,528.6900,529.3700,52968
2026-05-01 12:25:00,529.3700,530.4100,529.3200,530.3400,45540
2026-05-01 12:30:00,530.3400,530.7300,530.2000,530.3000,66405
2026-05-01 12:35:00,530.3000,530.6600,529.3400,529.3800,73017
2026-05-01 12:40:00,529.3800,530.9000,529.2500,530.4100,43419
2026-05-01 12:45:00,530.4100,531.0700,530.2500,531.0400,45913
2026-05-01 12:50:00,531.0400,531.8200,530.2900,531.5300,68180
2026-05-01 12:55:00,531.5300,532.1500,531.3600,531.4000,66840
2026-05-01 13:00:00,531.4000,532.5700,530.6900,532.3800,74924
2026-05-01 13:05:00,532.3800,534.3200,532.0900,533.6700,65781
2026-05-01 13:10:00,533.6700,534.6300,532.1100,533.2500,62115
2026-05-01 13:15:00,533.2500,534.1400,532.9300,533.8500,65825
2026-05-01 13:20:00,533.8500,534.6700,533.5900,533.7800,52319
2026-05-01 13:25:00,533.7800,534.0800,532.9700,533.0300,90210
2026-05-01 13:30:00,533.0300,533.5300,531.9600,532.3800,82389
2026-05-01 13:35:00,532.3800,533.4000,531.2900,532.0200,80428
2026-05-01 13:40:00,532.0200,533.3100,531.9200,532.7200,64405
2026-05-01 13:45:00,532.7200,533.5800,532.2700,533.2400,60505
2026-05-01 13:50:00,533.2400,534.0500,532.4200,533.6900,73520
2026-05-01 13:55:00,533.6900,536.0300,533.3400,534.5300,96723
2026-05-01 14:00:00,534.5300,535.9900,533.1700,534.1700,101434
2026-05-01 14:05:00,534.1700,535.0600,532.6200,533.3400,72574
2026-05-01 14:10:00,533.3400,534.0200,532.9200,533.7400,122356
2026-05-01 14:15:00,533.7400,534.1500,532.2600,532.7500,117438
2026-05-01 14:20:00,532.7500,534.5700,531.7300,533.9900,92851
2026-05-01 14:25:00,533.9900,534.5200,530.6600,531.8700,93246
2026-05-01 14:30:00,531.8700,534.3800,531.6000,531.9200,111276
2026-05-01 14:35:00,531.9200,533.0100,530.6300,531.7700,121888
2026-05-01 14:40:00,531.7700,533.5800,531.2200,531.6000,96415
2026-05-01 14:45:00,531.6000,533.9500,531.3100,533.3300,132284
2026-05-01 14:50:00,533.3300,533.4500,531.0300,531.4600,91700
2026-05-01 14:55:00,531.4600,532.5100,530.8700,532.0500,159365
2026-05-01 15:00:00,532.0500,534.5000,530.8300,532.9100,90323
2026-05-01 15:05:00,532.9100,533.2200,531.7900,532.9800,104964
2026-05-01 15:10:00,532.9800,533.8600,532.3100,532.6600,164703
2026-05-01 15:15:00,532.6600,534.9100,532.2200,532.5300,113080
2026-05-01 15:20:00,532.5300,534.1800,532.1900,533.3400,177378
2026-05-01 15:25:00,533.3400,534.8000,531.5200,532.6900,166629
2026-05-01 15:30:00,532.6900,533.0200,531.1800,531.8500,166942
2026-05-01 15:35:00,531.8500,532.4600,531.3400,532.0700,181138
2026-05-01 15:40:00,532.0700,532.5500,528.9900,530.3500,104995
2026-05-01 15:45:00,530.3500,531.4500,529.2900,529.9800,141646
2026-05-01 15:50:00,529.9800,534.3800,529.2500,531.6200,116400
2026-05-01 15:55:00,531.6200,532.8100,529.5000,530.1400,102940
2026-05-04 09:30:00,530.1400,533.4000,528.5000,528.6200,133952
2026-05-04 09:35:00,528.6200,532.9700,527.2100,531.6700,150450
2026-05-04 09:40:00,531.6700,531.8300,529.1300,530.8000,143402
2026-05-04 09:45:00,530.8000,531.3200,529.0000,529.3600,152162
2026-05-04 09:50:00,529.3600,532.3800,528.4600,530.0100,111316
2026-05-04 09:55:00,530.0100,530.9200,529.4900,530.3000,147701
2026-05-04 10:00:00,530.3000,532.5100,528.6100,529.4400,157600
2026-05-04 10:05:00,529.4400,529.8200,527.3400,528.5900,175525
2026-05-04 10:10:00,528.5900,529.6000,526.5800,526.6500,143287
2026-05-04 10:15:00,526.6500,526.7000,521.5200,524.1800,129502
2026-05-04 10:20:00,524.1800,525.5100,522.8900,524.5300,118679
2026-05-04 10:25:00,524.5300,524.9100,523.2500,523.8100,106608
2026-05-04 10:30:00,523.8100,525.5400,523.3600,524.1300,143737
2026-05-04 10:35:00,524.1300,524.6000,521.8400,522.7300,141203
2026-05-04 10:40:00,522.7300,523.3500,522.0700,522.7200,102289
2026-05-04 10:45:00,522.7200,523.4000,522.5900,523.3300,127914
2026-05-04 10:50:00,523.3300,524.2500,520.5600,521.5900,117648
2026-05-04 10:55:00,521.5900,524.0800,519.1700,519.8700,139814
2026-05-04 11:00:00,519.8700,521.2800,517.4800,517.8100,132876
2026-05-04 11:05:00,517.8100,518.1700,514.7500,515.4300,127617
2026-05-04 11:10:00,515.4300,517.7300,514.6300,517.2300,79964
2026-05-04 11:15:00,517.2300,518.2800,515.8000,517.2600,79991
2026-05-04 11:20:00,517.2600,518.0900,516.5900,516.6300,94656
2026-05-04 11:25:00,516.6300,519.5800,516.3100,517.1500,91981
2026-05-04 11:30:00,517.1500,517.6800,516.6900,516.9300,63382
2026-05-04 11:35:00,516.9300,517.1900,515.3800,516.9900,103277
2026-05-04 11:40:00,516.9900,517.0400,514.7400,516.7600,80407
2026-05-04 11:45:00,516.7600,517.3300,515.7600,516.2300,59920
2026-05-04 11:50:00,516.2300,516.7600,515.4600,516.1700,77102
2026-05-04 11:55:00,516.1700,516.9800,515.9300,516.6700,75359
2026-05-04 12:00:00,516.6700,517.2400,516.4600,517.1800,74632
2026-05-04 12:05:00,517.1800,518.1000,517.0300,517.6400,68416
2026-05-04 12:10:00,517.6400,518.4900,517.2500,518.3700,60086
2026-05-04 12:15:00,518.3700,518.6600,517.4300,518.0000,58928
2026-05-04 12:20:00,518.0000,518.4700,516.6300,517.1900,78041
2026-05-04 12:25:00,517.1900,518.3700,515.9900,517.7900,52609
2026-05-04 12:30:00,517.7900,517.8300,516.9000,517.2500,59866
2026-05-04 12:35:00,517.2500,517.4600,515.7400,516.5000,62532
2026-05-04 12:40:00,516.5000,516.9200,515.1800,515.4200,64131
2026-05-04 12:45:00,515.4200,516.3600,515.0500,516.0400,54834
2026-05-04 12:50:00,516.0400,516.0800,514.3000,514.8800,74687
2026-05-04 12:55:00,514.8800,515.4400,514.2400,514.4400,53249
2026-05-04 13:00:00,514.4400,515.3300,514.4100,515.0500,49762
2026-05-04 13:05:00,515.0500,515.6300,515.0400,515.3600,69344
2026-05-04 13:10:00,515.3600,515.5000,514.9400,515.2100,58625
2026-05-04 13:15:00,515.2100,516.4400,513.4800,514.0000,72325
2026-05-04 13:20:00,514.0000,514.3400,512.7400,513.0600,84259
2026-05-04 13:25:00,513.0600,513.1700,511.2800,512.9500,70667
2026-05-04 13:30:00,512.9500,514.1100,511.5600,513.3800,93117
2026-05-04 13:35:00,513.3800,513.5100,512.9500,513.4300,53763
2026-05-04 13:40:00,513.4300,514.7200,512.6300,513.2100,62547
2026-05-04 13:45:00,513.2100,513.9500,513.0200,513.3200,67381
2026-05-04 13:50:00,513.3200,513.4600,511.6700,511.8500,89693
2026-05-04 13:55:00,511.8500,511.9700,511.6200,511.6500,98071
2026-05-04 14:00:00,511.6500,512.2900,510.8500,512.0800,106490
2026-05-04 14:05:00,512.0800,512.2900,511.0000,511.1300,77555
2026-05-04 14:10:00,511.1300,511.2300,509.9100,511.0000,78126
2026-05-04 14:15:00,511.0000,513.7300,510.8400,512.1900,74502
2026-05-04 14:20:00,512.1900,512.4500,511.1200,512.1000,100354
2026-05-04 14:25:00,512.1000,512.4900,511.7600,512.3500,101228
2026-05-04 14:30:00,512.3500,512.9800,511.6000,512.3300,109786
2026-05-04 14:35:00,512.3300,512.9300,511.0900,511.6500,103105
2026-05-04 14:40:00,511.6500,512.8200,510.0500,510.4500,87165
2026-05-04 14:45:00,510.4500,511.6000,509.3100,509.4400,106334
2026-05-04 14:50:00,509.4400,509.5200,507.1400,507.9200,87998
2026-05-04 14:55:00,507.9200,509.8000,507.1100,508.4300,116072
2026-05-04 15:00:00,508.4300,508.6800,507.3800,507.4700,152516
2026-05-04 15:05:00,507.4700,508.1900,506.1900,506.2600,128367
2026-05-04 15:10:00,506.2600,506.6100,505.7000,505.9800,99294
2026-05-04 15:15:00,505.9800,507.1000,504.6900,506.7800,141450
2026-05-04 15:20:00,506.7800,509.4000,505.6000,508.2300,135483
2026-05-04 15:25:00,508.2300,509.2100,504.4300,506.6800,102520
2026-05-04 15:30:00,506.6800,506.9500,505.1000,505.5700,113918
2026-05-04 15:35:00,505.5700,506.4800,503.1100,506.0100,155283
2026-05-04 15:40:00,506.0100,509.7500,505.6500,508.3300,182966
